company_id,category,feature_name,feature_value,contribution,direction,description
136,patent,patent_momentum,0.0,-4.9,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 23% 수준에 그칩니다.
136,financial,operating_margin_change_1y,-0.1702,-2.0,negative,영업이익률 개선폭이 동일 산업 내 하위 25% 수준에 그칩니다.
136,financial,asset_growth_1y,-0.0924,-1.7,negative,최근 1년 자산 성장률이 동일 산업 내 하위 28% 수준에 그칩니다.
138,financial,revenue_growth_1y,0.8021,4.2,positive,최근 1년 매출 성장률이 동일 산업 내 상위 25% 수준입니다.
138,financial,asset_growth_1y,1.6307,3.8,positive,최근 1년 자산 성장률이 동일 산업 내 상위 12% 수준입니다.
138,employment,employee_growth_6m,0.1,2.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 24% 수준입니다.
138,patent,patent_momentum,0.0,-4.9,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 23% 수준에 그칩니다.
138,news_event,growth_event_12m_count,0.0,-3.1,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 9% 수준에 그칩니다.
138,employment,employee_growth_slope,-0.0259,-2.6,negative,고용 증가 추세가 동일 산업 내 하위 13% 수준에 그칩니다.
139,financial,operating_margin,0.7021,12.4,positive,영업이익률이 동일 산업 내 상위 1% 수준입니다.
139,financial,liabilities_to_assets,0.2849,7.0,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
139,employment,employee_growth_acceleration,0.0769,1.7,positive,고용 증가 가속도가 동일 산업 내 상위 24% 수준입니다.
139,patent,patent_count_3y,0.0,-7.4,negative,최근 3년 특허 출원이 동일 산업 내 하위 15% 수준에 그칩니다.
139,employment,net_hiring_rate_6m,-0.1579,-3.4,negative,최근 6개월 순채용률이 동일 산업 내 하위 18% 수준에 그칩니다.
139,employment,employee_growth_slope,-0.0187,-2.4,negative,고용 증가 추세가 동일 산업 내 하위 21% 수준에 그칩니다.
140,financial,revenue_growth_1y,5.41,9.3,positive,최근 1년 매출 성장률이 동일 산업 내 상위 6% 수준입니다.
140,financial,liabilities_to_assets,0.0521,5.4,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
140,financial,operating_margin_change_1y,3.9853,5.0,positive,영업이익률 개선폭이 동일 산업 내 상위 11% 수준입니다.
140,patent,patent_momentum,0.0,-4.9,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 23% 수준에 그칩니다.
140,patent,registered_ratio_mature,0.0,-3.7,negative,특허 등록 전환율이 동일 산업 내 하위 9% 수준에 그칩니다.
140,financial,operating_margin,-1.1897,-2.0,negative,영업이익률이 동일 산업 내 하위 26% 수준에 그칩니다.
141,financial,asset_growth_1y,9.3486,5.8,positive,최근 1년 자산 성장률이 동일 산업 내 상위 1% 수준입니다.
141,financial,operating_margin,0.0257,1.6,positive,영업이익률이 동일 산업 내 상위 30% 수준입니다.
141,industry,industry_startup_rate_latest,0.1509,1.2,positive,소속 산업 창업률이 전체 산업 대비 상위 25% 수준입니다.
141,patent,patent_count_3y,0.0,-11.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 15% 수준에 그칩니다.
141,employment,employee_growth_6m,-0.1667,-4.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 16% 수준에 그칩니다.
141,financial,liabilities_to_assets,0.9008,-4.1,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
142,financial,revenue_growth_1y,1.7944,5.8,positive,최근 1년 매출 성장률이 동일 산업 내 상위 15% 수준입니다.
142,financial,asset_growth_1y,5.7339,4.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 6% 수준입니다.
142,patent,new_ipc_count_1y,2.0,3.2,positive,신규 기술분야(IPC) 진출이 동일 산업 내 상위 15% 수준입니다.
142,patent,patent_count_3y,1.0,-3.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 38% 수준에 그칩니다.
142,employment,net_hiring_rate_6m,-0.1053,-2.3,negative,최근 6개월 순채용률이 동일 산업 내 하위 24% 수준에 그칩니다.
142,employment,employee_growth_6m,-0.0909,-2.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 30% 수준에 그칩니다.
143,patent,patent_count_3y,12.0,5.1,positive,최근 3년 특허 출원이 동일 산업 내 상위 12% 수준입니다.
143,financial,liabilities_to_assets,0.018,4.0,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
143,patent,patent_momentum,0.6,1.4,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 42% 수준입니다.
143,financial,revenue_growth_1y,0.0366,-3.1,negative,최근 1년 매출 성장률이 동일 산업 내 하위 27% 수준에 그칩니다.
143,news_event,growth_event_12m_count,0.0,-2.8,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 9% 수준에 그칩니다.
143,financial,asset_growth_1y,-0.1393,-1.9,negative,최근 1년 자산 성장률이 동일 산업 내 하위 26% 수준에 그칩니다.
144,financial,revenue_growth_1y,20.4697,9.7,positive,최근 1년 매출 성장률이 동일 산업 내 상위 1% 수준입니다.
144,financial,asset_growth_1y,8.3889,5.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 3% 수준입니다.
144,patent,patent_count_3y,5.0,2.7,positive,최근 3년 특허 출원이 동일 산업 내 상위 33% 수준입니다.
144,patent,patent_momentum,0.0,-5.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 23% 수준에 그칩니다.
144,financial,liabilities_to_assets,0.8047,-3.6,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
144,employment,net_hiring_rate_6m,-0.0615,-2.1,negative,최근 6개월 순채용률이 동일 산업 내 하위 30% 수준에 그칩니다.
145,financial,liabilities_to_assets,0.226,8.6,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
145,employment,net_hiring_rate_6m,0.1043,3.4,positive,최근 6개월 순채용률이 동일 산업 내 상위 18% 수준입니다.
145,financial,operating_margin,0.0114,2.9,positive,영업이익률이 동일 산업 내 상위 39% 수준입니다.
145,patent,patent_momentum,0.0,-4.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 23% 수준에 그칩니다.
145,industry,industry_employee_growth_1y,0.0085,-1.6,negative,소속 산업 고용 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
145,industry,industry_rd_growth_1y,0.0998,-1.6,negative,소속 산업 R&D 투자 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
146,employment,employee_growth_6m,0.1818,4.2,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 11% 수준입니다.
146,employment,net_hiring_rate_6m,0.1419,3.3,positive,최근 6개월 순채용률이 동일 산업 내 상위 14% 수준입니다.
146,patent,patent_count_3y,8.0,2.7,positive,최근 3년 특허 출원이 동일 산업 내 상위 25% 수준입니다.
146,financial,revenue_growth_1y,-0.0931,-4.3,negative,최근 1년 매출 성장률이 동일 산업 내 하위 18% 수준에 그칩니다.
146,news_event,growth_event_12m_count,0.0,-3.1,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 9% 수준에 그칩니다.
146,financial,revenue_cagr_best,0.126,-2.2,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 29% 수준에 그칩니다.
147,employment,employee_growth_6m,0.3571,5.7,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 5% 수준입니다.
147,financial,revenue_cagr_best,2.8074,5.3,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 9% 수준입니다.
147,financial,revenue_growth_1y,1.6927,5.1,positive,최근 1년 매출 성장률이 동일 산업 내 상위 18% 수준입니다.
147,patent,patent_count_3y,1.0,-3.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 38% 수준에 그칩니다.
147,employment,employee_growth_acceleration,-0.4786,-3.0,negative,고용 증가 가속도가 동일 산업 내 하위 3% 수준에 그칩니다.
147,financial,liabilities_to_assets,0.7512,-1.9,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
148,financial,operating_margin_change_1y,0.4659,3.3,positive,영업이익률 개선폭이 동일 산업 내 상위 15% 수준입니다.
148,industry,industry_startup_rate_latest,0.1509,1.2,positive,소속 산업 창업률이 전체 산업 대비 상위 25% 수준입니다.
148,industry,industry_revenue_growth_1y,0.0678,0.8,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 42% 수준입니다.
148,patent,patent_count_3y,0.0,-11.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 15% 수준에 그칩니다.
148,financial,revenue_cagr_best,-0.0561,-4.4,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 16% 수준에 그칩니다.
148,financial,asset_growth_1y,-0.4208,-4.2,negative,최근 1년 자산 성장률이 동일 산업 내 하위 6% 수준에 그칩니다.
149,financial,revenue_cagr_best,5.4031,5.7,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 5% 수준입니다.
149,employment,employee_growth_acceleration,0.2308,3.0,positive,고용 증가 가속도가 동일 산업 내 상위 3% 수준입니다.
149,financial,asset_growth_1y,0.5115,2.5,positive,최근 1년 자산 성장률이 동일 산업 내 상위 24% 수준입니다.
149,employment,employee_growth_6m,-0.2308,-5.2,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 9% 수준에 그칩니다.
149,patent,patent_momentum,0.0,-4.6,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 23% 수준에 그칩니다.
149,financial,operating_margin_change_1y,-0.5856,-3.5,negative,영업이익률 개선폭이 동일 산업 내 하위 13% 수준에 그칩니다.
150,employment,employee_volatility,0.0345,1.8,positive,고용 변동성이 동일 산업 내 낮은 편입니다(안정 요인).
150,employment,employee_growth_slope,0.0054,1.6,positive,고용 증가 추세가 동일 산업 내 상위 32% 수준입니다.
150,industry,industry_startup_rate_latest,0.1509,1.2,positive,소속 산업 창업률이 전체 산업 대비 상위 25% 수준입니다.
150,patent,patent_count_3y,0.0,-11.1,negative,최근 3년 특허 출원이 동일 산업 내 하위 15% 수준에 그칩니다.
150,financial,asset_growth_1y,-0.4828,-5.5,negative,최근 1년 자산 성장률이 동일 산업 내 하위 3% 수준에 그칩니다.
150,financial,liabilities_to_assets,1.0864,-5.1,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
151,financial,revenue_cagr_best,1.2317,4.7,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 7% 수준입니다.
151,patent,patent_count_3y,14.0,3.8,positive,최근 3년 특허 출원이 동일 산업 내 상위 15% 수준입니다.
151,employment,employee_growth_slope,0.0379,2.6,positive,고용 증가 추세가 동일 산업 내 상위 14% 수준입니다.
151,patent,patent_momentum,0.1111,-4.3,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 20% 수준에 그칩니다.
151,employment,employee_growth_6m,-0.0887,-4.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 12% 수준에 그칩니다.
151,financial,liabilities_to_assets,3.0509,-3.8,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
251,employment,employee_growth_6m,0.3125,4.4,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 10% 수준입니다.
251,employment,net_hiring_rate_6m,0.2586,3.5,positive,최근 6개월 순채용률이 동일 산업 내 상위 11% 수준입니다.
251,employment,employee_growth_slope,0.0438,2.9,positive,고용 증가 추세가 동일 산업 내 상위 9% 수준입니다.
251,patent,patent_momentum,0.4286,-3.3,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 27% 수준에 그칩니다.
251,financial,asset_growth_1y,-0.1959,-3.0,negative,최근 1년 자산 성장률이 동일 산업 내 하위 13% 수준에 그칩니다.
251,financial,operating_margin_change_1y,-0.9395,-3.0,negative,영업이익률 개선폭이 동일 산업 내 하위 13% 수준에 그칩니다.
252,patent,patent_momentum,4.0,6.2,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 7% 수준입니다.
252,financial,revenue_growth_1y,2.3386,5.6,positive,최근 1년 매출 성장률이 동일 산업 내 상위 8% 수준입니다.
252,financial,operating_margin_change_1y,0.6586,2.6,positive,영업이익률 개선폭이 동일 산업 내 상위 18% 수준입니다.
252,employment,employee_growth_6m,-0.1111,-4.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 10% 수준에 그칩니다.
252,employment,net_hiring_rate_6m,-0.1176,-3.3,negative,최근 6개월 순채용률이 동일 산업 내 하위 13% 수준에 그칩니다.
252,patent,registered_ratio_mature,0.5,-2.9,negative,특허 등록 전환율이 동일 산업 내 하위 10% 수준에 그칩니다.
253,patent,patent_momentum,3.3333,5.3,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 13% 수준입니다.
253,patent,patent_count_3y,18.0,4.4,positive,최근 3년 특허 출원이 동일 산업 내 상위 9% 수준입니다.
253,financial,revenue_growth_1y,1.1002,4.0,positive,최근 1년 매출 성장률이 동일 산업 내 상위 20% 수준입니다.
253,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
253,employment,employee_growth_slope,-0.0002,-1.3,negative,고용 증가 추세가 동일 산업 내 하위 32% 수준에 그칩니다.
253,financial,operating_margin,-0.9698,-0.9,negative,영업이익률이 동일 산업 내 하위 33% 수준에 그칩니다.
254,patent,patent_momentum,6.0,7.0,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 1% 수준입니다.
254,financial,revenue_growth_1y,0.9744,3.4,positive,최근 1년 매출 성장률이 동일 산업 내 상위 25% 수준입니다.
254,financial,revenue_cagr_best,0.5407,3.2,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 20% 수준입니다.
254,financial,operating_margin_change_1y,-0.0882,-2.0,negative,영업이익률 개선폭이 동일 산업 내 하위 25% 수준에 그칩니다.
254,industry,industry_revenue_growth_1y,0.0344,-2.0,negative,소속 산업 매출 성장률이 전체 산업 대비 하위 25% 수준에 그칩니다.
254,financial,liabilities_to_assets,0.6876,-1.2,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
255,patent,registered_ratio_mature,1.0,1.9,positive,특허 등록 전환율이 동일 산업 내 상위 24% 수준입니다.
255,industry,industry_rd_growth_1y,0.2941,1.4,positive,소속 산업 R&D 투자 성장률이 전체 산업 대비 상위 25% 수준입니다.
255,financial,operating_margin,0.0206,0.8,positive,영업이익률이 동일 산업 내 상위 35% 수준입니다.
255,patent,patent_momentum,0.0,-5.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
255,patent,patent_count_3y,0.0,-4.5,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
255,employment,net_hiring_rate_6m,-0.3478,-4.0,negative,최근 6개월 순채용률이 동일 산업 내 하위 5% 수준에 그칩니다.
